"id","nom","ingredients"
2139470447,PÂTÉ AU SAUMON GRATINÉ AUX 3 FROMAGES,"pomme de terre,chair de saumon nature et fumée ,patate douce,céleri-race,fromage parmesan,fromage mozzarelle,fromage cheddar, crème de soja/huile de tournesol ,poudre oignon et  d'ail,sel,poivre.farine sans gluten(de riz brun,riz blanc,sorgho, tapioca et pomme de terre),saindoux,gras de canard,graine lin,gomme xanthane ,vinaigre cidre,sel "
2139470448,CIGARES AUX CHOU (VEAU),"veau haché,chou frisé,riz basmati,oignons,oeufs,sel de mer ,thym frais,poivre.sauce,jus de tomate,eau,amidon maïs modifié,sucre de coco,jus de citron,fines herbes."
2139470449,PAIN DE VIANDE À L'ANCIENNE,"boeuf haché higland ,flocons d'avoine bio et sans gluten,,boisson de riz,oignons,oeufs,ketchup maison,sucre de coco bio,moutarde en poudre,sel,poivre."
2139470450,ÉMINCÉ DE POULET À LA DIJONNAISE,"poitrine de poulet ,bouillon de poulet ,farine sans gluten,crème de soja,moutarde de dijon,moutarde à l'ancienne,huile tournesol ,estragon,sel,poivre."
2139470451,SUPRÊME DE POULET À L'ÉRABLE,"poitrine de poulet désossée,sirop d'érable,beurre doux,ketchup,moutarde de dijon,vinaigre de cidre,oignon,bacon."
2139470452,Boulette de veau aux pêches,"veau haché,flocons de sarrasin bio,eau,oeufs,pêche,sauce chili,sirop d'érable,moutarde en poudre,sauce soya,fines herbes."
2139470453,Roulé de veau aux épinards,"veau haché,épinards,chapelure(blé),eau,oeufs,oignon,ail,parmesan.sauce tomate,amidon maïs modifié,sucre de coco,jus de citron,sel,poivre,fines herbes."
2139470454,Émincé de poulet à la crème aux champignons,"poitrine de poulet,crème de champignons maison,huile olive et de coco,riz ,crème de soja,champignons,jus de citron,thym  frais.sel,poivre,"
2139470456,Mini pain de veau à l'italienne ,"veau haché,courgette râpée,piment rouge râpé,oignon,ail,fines herbes,bacon.sauce tomate,huile d'olive."
2139470457,Curry de porc ( cari et lait de coco),"cubes de porc,lait de coco,bouillon de porc,fécule de maïs,poudre de cari,gingembre,curcuma,ail,sambal olek."
2139470458,vinaigrette à l'érable,"huile olive extra vierge,huile de pépin de raisin,sirop d'érable,vinaigre de cidre,moutarde de dijon,sel,poivre."
2139470460,roulé au beurre arachide & chocolat,"riz soufflé sans gluten,sirop de maïs,beurre d'arachide naturel,sucre à glacer,beurre doux,cacao,lait."
2139470462,BEURRE AUX POIREAUX,"poireaux,beurre,huile olive extra vierge,moutarde de dijon."
2139470465,Sans Raisin - vin de bleuets,bleuets
2139470466,Parto ,bleuets
2139470467,Sidamo extra noir- grains,café d'origine
2139470468,sidamo extra noir- filtre,café d'origine
2139470471,Betteraves rouges ,betteraves
2139470472,Pimbina congelée,fruit de pimbina
2139470473,Oignons jaunes régulier,oignons 
2139470474,rayon de miel sarrasin,miel sarrasin avec cire
2139470475,Caille semi-desossée,caille
2139470476,caille farcie aux pommes et canneberges,"caille, farce(pintade, riz,canneberges, pommes, chapelure, jus de pommes, épices)"
2139470477,Caille farcie aux cerises noires et Brie,"caille, farce(porc, cerises noires, brie, mie de pain, oeuf, sirop d'érable, ail, épices)"
2139470478,Terrine de pintade aux fines herbes,"pintade, fines herbes, substances laitières, nitrite "
2139470479,RELIGIEUSE TRANCHÉE,"lait, ferment, sel"
2139470481,RÔTI DE POITRINE DE DINDE TRANCHÉE AVEC SAUCE,"dindon,eau,gras de canard,moutarde de dijon,sauge,thym,sel de mer,poivre.
sauce ;bouillon de cuisson dinde,amidon de maïs modifié,poulet déshydraté,protéine végétal hydrolysé(maïs)maltodextrine,farine de maïs,extraits de glucose,extraits de levure,saveur,gras de poulet,oignon en poudre,épices,gomme de xanthane ."
2139470482,courge potimarron,courge potimarron
2139470483,tresse d'ail,tresse d'ail
2139470484,ail,ail
2139470485,Saucisse a la truite,truite
2139470486,Galette a la truite (burger),truite
2139470487,Miel d'automne,miel 
2139470489,"Adagio, grains",café
2139470490,"Adagio, filtre",café
2139470491,Propolis,propolis
2139470492,cire abeille brute,cire abeille
2139470494,CHILI CON CARNE ,"haricot rouge,cerf rouge haché,tomates,piment vert et rouge,bouillon de boeuf,oignons,maïs,poudre de chili,cumin,origan,huile olive,coriandre.lime,piment de cayenne."
2139470495,salade de quinoa,"quinoa *,haricots noir,piment rouge,maïs en grain,,échalotes vertes,coriandre,huile d'olive extra vierge,jus de lime frais,levure alimentaire,cumin,sel de mer ,poivre.  *bio"
2139470496,SALADE DE CHOUX TRADITIONNELLE,"chou vert,carottes,vinaigre blanc,sucre,,huile de canola,moutarde en poudre,graine de céleri,sel de mer."
2139470497,FRITATA AUX LÉGUMES,"oeufs entier,crème 35%,poireaux,chou kale,courgette,piment couleur,carotte râpé,fromage râpé,sel de mer ,muscade,basilic,poivre."
2139470498,Pousses de Mizuna bio,mizuna (verdurette asiatique)
2139470499,Pousses de tournesol bio,tournesol
2139470501,FRITATA BACON & CHOU KALE,"oeufs,bacon,chou kale,poireaux,crème ,fromage,sel de mer ,poivre,poudre d'oignon,muscade."
2139470504,Mini Betteraves Jaunes MARINÉES,"betteraves jaunes, eau, vinaigre blanc, sucre, épices à marinade "
2139470506,Kit de savons les ''râtés'',selon les savons
2139470512,"SALADE millet,fenouil,pomme et canneberges,vinaigrette aux agrumes","millet ,pomme,bulbe de fenouil,canneberges,noix grenobles,oignon rouge,coriandre fraîche,,huile d'olive extra vierge,jus et zeste d'orange,jus et zeste de citron,jus et zeste de lime,huile de coco,levure alimentaire,miel,garam masala,sel de mer."
2139470513,MILLE-FEUILLE PARISIEN VANILLE,"beurre,huile olive,farine sans gluten(de riz brun ,riz blanc,quinoa*,sorgho*,amarante*)fécule de tapioca et d'arrow root,lin moulu,gomme xanthane,gom guar,vinaigre cidre,poudre pâte,sel.lait,sucre,jaune oeufs,amidon maïs,beurre,gélatine.crème 35%,sucre glace,vanille.fondant:glucose."
2139470514,"FRITATA JAMBON & ASPERGES ,POIREAUX","oeufs entier,jambon,poireaux,crème,fromage,sel de mer,poudre oignon,poivre,muscade."
2139470521,FRITATA AU SAUMON FUMÉ & POIREAUX et ÉPINARDS,"oeufs,saumon fumé(sockey),poireaux,épinards,crème,fromage râpé,sel de mer,aneth,poivre,muscade."
2139470522,Bleuets géants chocolatés,"bleuet, chocolat"
2139470524,Clos des bruants 2015,"raisins, sulfites"
2139470526,Le Lait ,lait entier de chèvre pasteurisé. 
2139470527,L'Alpin nature ,"lait de chèvre pasteurisé, sel, cultures bactériennes, présure. "
2139470528,L'Alpin fines herbes ,"lait de chèvre pasteurisé, mélange de fines herbes, sel, cultures bactériennes, présure. "
2139470529,L'Alpin poivre ,"lait de chèvre pasteurisé, poivre noir, sel, cultures bactériennes, présure."
2139470530,L'Alpin pesto,"lait de chèvre pasteurisé, pesto, sel, cultures bactériennes, présure."
2139470531,Les Boules de Neige,"lait de chèvre pasteurisé, huile de pépins de raisin, fines herbes (contient du sésame), sel, cultures bactériennes, présure. "
2139470532,Le Savoureux de Biquette,"lait de chèvre pasteurisé, présure, sel, cultures bactériennes."
2139470533,L'Edelweiss,"lait de chèvre pasteurisé, cultures bactériennes, sel, chlorure de calcium, présure."
2139470534,Le Caprinou nature ,"lait de chèvre pasteurisé, poudre de lait de chèvre, cultures bactériennes. "
2139470536,Le Caprinou fraise ,"lait de chèvre pasteurisé, confiture de fraises, poudre de lait de chèvre, cultures bactériennes."
2139470537,Le Caprinou framboise,"lait de chèvre pasteurisé, confiture de framboises, poudre de lait de chèvre, cultures bactériennes. "
2139470538,Le Caprinou bleuet ,"lait de chèvre pasteurisé, confiture de bleuets, poudre de lait de chèvre, cultures bactériennes. "
2139470539,Le Fiora ,"lait de chèvre pasteurisé, sel, chlorure de calcium, enzymes et cultures bactériennes. "
2139470540,SALADE DE BETTERAVES,"betteraves crues râpées,,vinaigrette à l'érable maison(huile de canola,huile d'huile olive extra vierge,sirop d'érable,vinaigre de cidre,moutarde de dijon,sel,poivre.)zeste d'orange frais."
2139470541,SALADE DE CHOUX CRÉMEUSE,"chou vert râpés,carottes râpées,vinaigre blanc,sucre,huile de canola,moutarde en poudre,graine de céleri,sel,mayonnaise(oeuf)"
2139470544,"BOULETTES AU JAMBON AIGRE-DOUCE À L'ÉRABLE  SG,SL","porc haché,jambon haché,oeuf,farine de noix coco bio ,eau d'érable,lait de coco.sirop;sirop d'érable,sucre de cocotier bio,vinaigre de cidre,vinaigre blanc,eau,moutarde en poudre,amidon de maïs,sel de mer."
2139470545,SUCRE À LA CRÈME,"sirop d'érable,crème 35%."
2139470546,MILLE-FEUILLE NAPOLÉON AUX FRAMBOISES,"lait,framboises,sirop érable érable,œuf,amidon de maïs,beurre doux,gélatine,vanille.pâte;beurre,saindoux,farine sans gluten(de riz brun*,riz blanc*,quinoa*,sorgho*,amarante*)fécule de tapioca et de arrow root,lin moulu,gomme xanthane,vinaigre cidre,poudre pâte,sel.crème 35%,sucre glacer."
2139470547,Boîte de chocolat de noel,"pâte de cacao,beurre de cacao,sucre,crème fraiches,vanille,sirop d'érable, amandes,noisettes,lait condensé,fleur de sel,poivre long,pommes lécithine de soya"
2139470548,BOEUF BOURGUIGNON ,"boeuf en cube (highland) ,vin rouge ,bouillon boeuf sans gluten,champignon,huile d'olive,bacon,oignon,carottes,céleri,farine sans gluten bio(farine riz ,tapioca),sel de mer,poivre."
2139470549,"Équitable Costa Rica noir, mouture piston",café équitable
2139470550,Pain blanc (levain),"farine de blé non blanchie biologique, eau, levain naturel, sel de mer"
2139470551,Pain brun (levain),"farine de blé entier biologique, eau, levain naturel, sel de mer"
2139470552,pain baguette blanc (levain),"farine de blé non blanchie biologique, eau, levain naturel, sel de mer"
2139470553,Pain baguette brun (levain),"farine de blé entier biologique, eau, levain naturel, sel de guérande"
2139470557,MILLE-FEUILLE NAPOLÉON AUX FRAISES  ,"lait,crème 35%,fraises,sirop érable,oeufs,amidon maïs ,beurre doux,jus de citron.pâte;beurre,huile d'olives,farine sans gluten(de riz brun* ,riz blanc*,quinoa*,sorgho*,amarante*)fécule de tapioca et de arrow root,lin moulu,gomme xanthan,vinaigre cidre,poudre pâte,sel."
2139470558,Roti de poitrine de dinde facie à la canneberge,"poitrine de dinde, dinde hachée, assaisonnement canneberge (chapelure de blé, sel, canneberge déshydratées, légumes déshydratés (ail, oignon), cassonnade, jus de canneberge"
2139470577,Cuba extra-noir grains,café d'origine
2139470579,CAROTTES DE SPÉCIALITÉ  COCKTAIL (ORANGE),carottes 
2139470589,Courge spaghetti,courge spaghetti
2139470596,Riparia 2016,"raisin, sulfites"
2139470597,os à moelle ou soupe,veau
2139470598,Queue de veau  ou boeuf,veau
2139470604,Grains D'or- Grains,café mélange
2139470605,courge butternut,courge butternut
2139470606,MOUSSAKA  agneau,"agneau haché,aubergine,tomate,pomme de terre,vin rouge,lait,beurre,farine sans gluten(riz,tapioca)fromage parmigiano reggiano,épices,fines herbes,sel de mer,poivre noir.muscade,"
2139470607,"CARI de  DINDE THAÏ ,légumes & riz basmati","poitrine de dinde , légumes du jour ,riz basmati, lait de coco,gingembre,pâte de cari vert()ail ,piment rouge séché,sel de mer, fécule de maïs, arrow root.coriandre fraîche "
2139470608,CHILI VÉGÉ,"haricot noir ,patate douce,tomate,poivrons rouge,vert,jaune,maïs,piment jalapeno,sucre de cocotier ,poudre de chili,origan,cumin,oignon,ail."
2139470609,MOUSSAKA VÉGAN,"aubergine,tomate,pomme de terre,lentille verte bio,vin rouge,oignon,courgette,carotte ,céleri,ail,fines herbes,épices,sel de mer .lait d'amande et cajou ,chou-fleur,fécule de pomme de terre,levure alimentaire,huile d,olive,huile de coco,muscade,épices.jus de citron,"
2139470614,Joue de veau,veau
2139470618,Canard confit effiloché,"viande de canard, poivre, sel"
2139470619,Atokmix ,"canneberge, alcool"
2139470620,Blümix,"bleuets, alcool, sirop d'érable"
2139470622,Saucisses de chevreau - ÉPINARD,"farine, blé, gluten"
2139470623,Saucisse de chevreau - VIN et ÉCHALOTTES,"farine, blé, gluten"
2139470624,Chair de saucisse de chevreau - régulière,"farine, blé, gluten"
2139470625,Chair de saucisse de chevreau - ÉPINARD,"farine, blé, gluten"
2139470626,Chair saucisse de chevreau - VIN et ÉCHALOTTES,"farine, blé, gluten"
2139470627,"Équitable, Costa Rica Noir, filtre cône",café équitable
2139470628,"Grains d'or, filtre",café mélange
2139470629,"Grains d'or, espresso",café mélange
2139470630,"Grains d'or, pré-espresso (breville)",café mélange
2139470631,"Mélange moka crème, filtre cône",café mélange maison
2139470632,"guatemala antigua, mouture filtre cône",café d'origine
2139470633,"Mélange 7e ciel, mouture filtre cône",café mélange
2139470634,"mélange gaillard, mouture filtre cône",café mélange
2139470635,"Rwanda Micro lot, grains",café origine
2139470636,"Rwanda Micro lot, filtre",café d'origine
2139470637,"Rwanda Micro lot, mouture espresso",café d'origine
2139470638,"Rwanda Micro lot,  mouture piston",café d'origine
2139470639,"Équitable Honduras, grains",café équitable
2139470640," Équitable Honduras , mouture filtre",café équitable
2139470641,"Équitable Honduras,  mouture piston",café équitable
2139470642,"Équitable Honduras, mouture filtre cône",café équitable
2139470645,Petit Roastbeef de Faux-filet de veau,veau
2139470646,Steak de  Surlonge de veau,veau
2139470647,Pain d'épautre (levain),"farine d'épautre biologique, eau, levain biologique ,sel de mer"
2139470648,CRETON VÉGÉTALIEN,"*lentilles corail ,*flocons de sarrasin,oignon,*huile de coco,piment de la jamaïque moulu,sel de mer,clou de girofle,cannelle,poivre.***bio"
2139470649,"CIGARES AU CHOU ,VÉGAN (sarrasin)","chou de savoie,sauce tomate,grain de sarrasin,champignons,oignons,carotte,céleri,ail,thym frais,graine de chia,sauce tamari,levure alimentaire,sel de mer ,poivre."
2139470650,Galette fines herbes de poulet,"poulet, chapelure de blé grillée, sel,lactose, oignons en poudre, épices, substances laitières modifiées, (lait), sucre, glutamate monosodique"
2139470651,"yirgcheffe noir, mouture piston",café d'origine
2139470652,"Yirgacheffe brun, mouture espresso",café d'origine
2139470654,Pâte à pizza et focaccia aux olives noires,"farine de blé, eau, olives noires  , sel,  sucre, huile de tournesol, sel iodé, levure"
2139470656,TARTE AUX RAISINS ET SIROP D'ÉRABLE(sgo),"raisins sec,eau,sirop d'érable,amidon de maïs ,fécule tapioca,beurre doux.vinaigre de cidre.pâte:farine riz brun,tapioca,quinoa,sarrasin,amarante,fécule marrante,gomme xanthane,graine de lin moulu,beurre,saindoux,eau,vinaigre de cidre,sirop d'érable,sel mer"
2139470657,"SALADE DE CAROTTES À L'ORANGE,dattes et pacanes grillées ","carottes râpés crues,mayonnaise(huile canola,protéine de pois )jus et zeste d'orange frais.dattes fraîches,pacanes,sirop érable."
2139470658,TREMPETTE AUX ÉPINARDS & AVOCATS(sgl),"épinards frais hachés,mayonnaise(huile de canola, oeuf,vinaigre,sucre,moutarde,jus de citron)avocat,oignons,châtaigne d'eau,bouillon de  légumes déshydraté sans gluten,levure alimentaire,poudre d'ail,sel de mer,piment de cayenne.."
2139470659,CHARLOTTE AU SIROP D'ÉRABLE,"mousse;sirop d'érable,crème 35%,jaune d'oeuf,gélatine.gâteau;farine de riz,fécule de tapioca,fécule pomme de terre,sucre,oeuf,huile canola,cacao,vanille.pacanes grillées"
2139470660,"A- Mélange Paseo, mouture filtre",mélange maison
2139470661,"A- Mélange Paseo, grains",mélange maison
2139470662,"A- Mélange Paseo, mouture espresso régulier",mélange maison
2139470663,"A- Mélange Paseo, mouture perco",mélange maison
2139470664,"A- Mélange Paseo, mouture pré-espresso (Breville)",mélange maison
2139470666,"Cuba noir, mouture filtre",café d'origine
2139470667,"Cuba extra-noir, mouture filtre",café d'origine
2139470668,"Tanzanie peaberry brun, grains",café d'origine
2139470669,"Tanzanie Peaberry brun, mouture filtre",café d'origine
2139470670,"Tanzanie Peaberry brun, mouture espresso",café d'origine
2139470671,"Tanzanie Peaberry brun, mouture pré-espresso (breville)",café d'origine
2139470672,"Cuba Noir, mouture espresso",café d'origine
2139470673,"Cuba noir,  mouture pré-espresso (breville)",café d'origine
2139470674,Milles-feuilles Napoléon au caramel à l'Érable,"caramel;sirop d'érable pur,eau,beurre doux,farine de riz,fécule tapioca,amidon de maïs,gélatine.crème:crème 35%,sucre d'érable.pâte;beurre,huile d'olive,farine sans gluten(de riz brun ,riz blanc,quinoa*,sorgho*,amarante*)fécule de tapioca et de pomme de terre,oeufs,lin moulu,gomme xanthane"
2139470675,LASAGNE SAUCE À LA VIANDE SGO,"pâte;farine de riz brun. sauce;porc haché,dindon haché,tomate,oignons,poivrons vert et rouge,ail,huile olive,épices fines herbes,"
2139470676,SAUCE À PIZZA ,"tomate en purée,huile olive extra vierge première pression,pâte tomate,ail,sucre de canne bio,fines herbes,poivre ,piment broyé."
2139470677,"Pâté à la viande veau, porc et boeuf 8 pouces ","veau,porc,bœuf,oignon,sel,poivre,épices, croûte: farine blanche,oeuf,saindoux non-hydrogénée,bht,acide citrique) vinaigre blanc"
2139470678,Jus énergisant naturel argousier et fruit des champs,"eau, jus de pomme, jus d'argousier, jus de raisin blanc, purée de poire, purée de fraise, purée de framboise, purée de mûre."
2139470679,Jus d'argousier et fruits tropicaux,"eau, jus d’orange, jus d’argousier, jus de raisin blanc, purée de mangue, jus de mandarine, purée de fruit de la passion."
2139470680,Jus d'argousier pomme et fraise,"eau, jus de pomme, jus d’argousier, jus de raisin blanc, purée de fraise, purée de poire."
2139470681,Pain aux raisins et cannelle (levain),"farine biologique, eau, levain naturel (eau + farine 6 grains biologique) , raisin biologique, sucre de canne biologique, sel de mer, cannelle"
2139470683,Bagel brun (levain),"farine de blé entier biologique, eau, levain naturel (eau+farine 6 grains biologique), sel de guérande"
2139470684,Bagel blanc (levain),"farine blanche non blanchie non traitée biologique, eau, levain naturel (eau+ farine 6 grains bioloique), sel de guérande"
2139470685,Ciboulette bio,ciboulette
2139470686,Plant de tomate ronde rouge bio Lachance,plant de tomate
2139470687,Cannelloni cuit (2 rouleau),"semoule de blé dur, veau,épinard,carotte,oignon, courgette,aubergine, oeufs, chapelure de pain"
2139470689,tarte à la noix de coco,"lait et crème de coco,sucre,jaune d’œufs,amidon de maïs,noix de coco.pâte;farine sans gluten (de riz brun,tapioca,quinoa,sorgho ,amaranthe, fécule pomme de terre,graine de lin),beurre non-salé,saindoux,eau,sirop d'érable,vinaigre de cidre,sel de mer."
2139470690,SALADE DE COUSCOUS DE CHOU-FLEUR,"chou-fleur,tomate,concombre,échalote verte,jus de citron frais,huile d'olive extra vierge,persil frais,menthe fraîche."
2139470691,Bagel raisins et cannelle (levain),"farine blanche (non blanchie, non traitée) biologique, eau, levain naturel (eau+farine 6 grains biologique), raisins secs biologique, sucre de canne non raffiné biologique, sel de guérande, cannelle"
2139470692,  KALE VERT BIOLOGIQUE,kale
2139470695,Laitue boston bio,laitue
2139470697,Pousses chou kale bio,croissance sur terreau
2139470699,Pomme de terre rouge bio de SEMENCE,semence de pomme de terre
2139470702,Oignon jaune en bulbe pour semer,oignon
2139470704,Livèche bio,livèche
2139470706,Plant d'arbre Noyer,plant de noyer
2139470707,Saucisson à l'ail  (agneau),"agneau,sel,tripolyphosphate de sodium,sucre,ail émincé,poivre,muscade,érythorbate de sodium,nitrite de sodium,fumée naturelle"
2139470708,CRÈME  D'ASPERGES,"bouillon de poulet,asperges fraîches,oignons,céleri,riz basmati,huile de coco/olive,sel de mer,cerfeuil."
2139470714,Saucisse de dinde vin blanc et ciboulette ,"dinde, vin blanc (sulfites), ciboulette congelé, sel marin, poivres, boyau de porc "
2139470715,Saucisse de dinde bacon érable ,"dinde, bacon (porc, eau, sel, sucre, phosphate de sodium, acide ascorbique, nitrite de sodium, fumée naturelle de bois d'érable), sucre d'érable, sel de mer, épices, poivre, boyau de porc "
2139470716,Concentré liquide d'ail,vinaigre de cidre de pomme bio à 8 % et ail
2139470717,Concentré liquide d'achillée millefeuille,vinaigre de cidre de pomme bio + achillée miillefeuille
2139470718,Concentré liquide de bardane,vinaigre de cidre de pomme bio + racines de bardane
2139470719,Concentré liquide de basilic,vinaigre de cidre de pomme bio + feuilles de basilic sacré
2139470720,Concentré liquide d'échinacée,vinaigre de ciddre de pommes bio + racines d'échinacée
2139470721,Concentré liquide de framboisier,vinaigre de cidre de piommes bio +  feuilles de framboisier
2139470722,Concentré liquide de mélisse,vinaigre de cidre de pommes bio + feuilles de mélisse
2139470723,Concentré liquide de pissenlit,vinaigre de cidre de pomme bio + racines de pissenlit
2139470724,Concentré liquide de sauge,vinaigre de cidre de pommes bio + feuilles de sauge
2139470726,Concentré liquide de thym,vinaigre de cidre de pommes bio + thym
2139470727,Concentré liquide de trèfle rouge,vinaigre de cidre de pommes bio + fleurs de trèfle rouge
2139470728,Concentré liquide de valériane,viniagre de cidre de pommes bio + racines de valériane
2139470729,Concentré liquide de tussilage,vinaigre de cidre de pommes bio + fleurs de tussilage
2139470730,Shampoing solide,"huile de ricin, huile de coco bio, huile d’olive bio,  huile de palme éco responsable, soude, décoction de romarin/thym/thé vert, concentré liquide de sauge (vinaigre de cidre bio + sauge des jardins écologiques), ),he théier et de lavande bio, vitamine e"
2139470734,pain canneberges et chocolat (levain),"farine blanche non blanchie, non traitée biologique, eau, levain naturel (farine 6 grains biologique + eau) canneberges, vrai chocolat, sucre de canne non raffiné biologique, sel de mer"
2139470738,Savon Grand maman Bee,"huile d’olive/olive oil et de coco/coconut oil bio, eau/water, karité/shea butter, huile de ricin/castor oil, hydroxyde de sodium/sodium hydroxide, miel/honey, avoine/oat, vitamine e/vitamin e."
2139470739,Laitue Reine de glace,laitue
2139470746,Lanière de poitrine de dinde ,poitrine de dinde 
2139470747,pain tomates séchées et fines herbes (levain),"farine blanche biologique non traité, eau, levain (farine 6 grains biologique), tomates séchées bio, basilic, oregan, sel de guérande"
2139470748,Panama noir- Grains,café d'origine
2139470749,PANAMA NOIR- MOUTURE FILTRE,café d'origine
2139470750,PANAMA NOIR- MOUTURE ESPRESSO,café d'origine
2139470751,PANAMA NOIR- MOUTURE PRÉ-ESPRESSO (BREVILLE),café d'origine
2139470752,PANAMA NOIR- MOUTURE FILTRE CÔNE,café d'origine
2139470753,PANAMA NOIR - MOUTURE MOKA ITALIENNE,café d'origine
2139470754,PANAMA NOIR - MOUTURE PISTON,café d'origine
2139470755,Lardons de sangliers,"sanglier, eau, sel de mer, tripolyphosphate de sodium, nitrite de sodium, érythorbate de sodium."
2139470757,Plants d'aubergine,""
2139470758,Plant de jalapeno,plant
2139470760,Roquette bio,roquette
2139470761,Aneth fraiche bio,aneth
2139470763,  Décaféiné  Sidamo pré-espresso (breville),café d'origine décaféiné eau swp
2139470766,Beurre de cajous ,noix d'acajous rôtie à sec
2139470769,Echantillon de beurre d'amandes,amandes rôties
2139470770,Échantillon de beurre de Cajous,noix d'acajous cru
2139470771,Bacon Émietté cuit,"porc, glucose, phosphate de sodium, glucose,épices, érythorbate, nitrite"
2139470773,Mini-poireaux - Bio,poireaux
2139470774,Basilic frais #2 bio,basilic
2139470775,Petit bleuet congelé,"bleuet sauvage congelé, lavé avant congélation"
2139470776,Fraises d'automne fraîche,fraise
2139470777,Tomates cocktail orange bio,tomate
2139470778,Zucchini vert (courgette),zucchini
2139470779,Zucchini jaune (courgette),zucchini
2139470780,Oignon jaune primeur bio,oignon
2139470781,"Boules d'énergie aux dattes, chia et beurre de noix.","dattes, graines de chia entières, amandes, cacao, cajous, avoine"
2139470783,"Mélange 7 e Ciel, mouture Piston",café mélange maison
2139470784,"Mélange 7 e Ciel, Mouture espresso",café mélange maison
2139470785,"Mélange 7e Ciel, mouture pré-espresso (Breville)",café mélange maison
2139470786,"Mélange 7 e Ciel, Mouture moka",café mélange maison
2139470787,"Mélange 7 e Ciel, mouture filtre permanent",café mélange maison
2139470788,"Toscane, Mouture filtre permanent",café 
2139470789,"Toscane, Mouture filtre cône",café mélange maison
2139470790,Framboises congelées,framboises
2139470792,Camerises congelées,camerises
2139470794,Chanterelles communes,champignons forestiers
2139470797,Ail de conservation bio,ail
2139470798,Carottes en botte,carottes 6-7 par bottes
2139470805,Petite Tomate italienne bio N 2,tomate italienne
2139470811,Betteraves chiogga - bio,betteraves
2139470821,Bolets d'Amérique (Cèpes),champignons forestiers
2139470828,Cocktail de canneberge,"eau, jus de canneberge, sucre, acide ascorbique (vitamine c)"
2139470829,Jus pur canneberge nordique,jus de canneberge pur non fait de concentré
2139470835,Tomates cerise mixte,tomates jaune et rouge
2139470837,Poivrons rouges,poivrons
2139470838,Poivrons oranges,poivrons
2139470842,Courge butternut #2 bio,courge butternut
2139470845,Courge spaghetti #2 bio,courge spaghetti
2139470849,Confiture de camerises,"camerises, sucre, jus de citron"
2139470850,Confiture de bleuets,"bleuets, sucre, jus de citron"
2139470851,"POTAGE BETTERAVES,POMME &LAITde COCO","betteraves,bouillon de poulet ,pomme,lait de coco,gingembre frais,ail,sel de mer ,poivre."
2139470853,Soda Gingembre épinette,"eau de source des appalaches, sucre de canne, extrait de gingembre, essences naturelles, acide citrique."
2139470854,Bière de Gingembre,"eau de source des appalaches, sucre de canne, extrait de gingembre, essences naturelles, acide citrique."
2139470855,Cola Naturel,"eau de source des appalaches, sucre de canne, colorant caramel naturel, arômes naturels."
2139470856,Soda Gingembre,"eau de source des appalaches, sucre de canne, essences naturelles, extrait de gingembre, acide citrique, colorant caramel naturel."
2139470857,cressonnette - bio,laitue
2139470863,Ail en gousses #2 bio,ail
2139470864,Poivron de serre rouge,""
2139470867,Poivrons longs,paquets mélangés vert et/ou rouge et/ou jaune
2139470873,Mini roquette BIO,roquette biologique
2139470874,MESCLUN ASIATIQUE BIO,chou et moutarde biologiques
2139470875,MESCLUN GOURMET BIO,laitues biologiques
2139470876,LE MÉLANGE AROMATIQUE BIO,"laitues, coriandre, basilic,aneth biologiques"
2139470877,LE MÉLANGE DU CHEF BIO,"chou,moutarde, pousses de betterave et basilic thaï biologiques"
2139470878,LE MÉLANGE PRINTANIER BIO,"roquette, pousses d'épinards et amarante biologiques"
2139470879,LE MÉLANGE DU JARDINIER BIO,"laitues, chou, moutarde, cerfeuil, fleurs de pensée sauvage biologiques"
2139470880,L'ÉPICURIEN BIO,"laitues, oseille, fenouil feuille, fleurs de capucine biologiques "
2139470881,confiture bleuets et rhubarbes,"bleuet, rhubarbe, sucre, jus de citron"
2139470882,Soda MÉLANGÉS ,"eau de source des appalaches, sucre de canne, extrait de gingembre, essences naturelles, acide citrique."
2139470883,Orangeade,"eau de source des appalaches, sucre de canne, acide citrique, arômes naturels d’orange sanguine, jus de fruits et de légumes, (beta)-carotène de source naturelles, gomme d’acacia."
2139470884,Thé vert Gingembre,"eau de source des appalaches, sucre de canne, extrait de gingembre, extrait de thé vert."
2139470885,botte de betteraves rouges,betteraves rouges
2139470886,botte de betteraves jaunes,betteraves jaunes
2139470887,grosses betteraves rouges en sac,betteraves rouges
2139470890,Beurre de noisettes,noisettes
2139470892,Beurre d'amandes + chia,"amandes rôties, chia biologique"
2139470894,Beurre d'amandes Bio,amandes biologiques
2139470896,Beurre de cajous bio,cajous bio.
2139470897,Beurre de noisettes Bio,noisettes bio.
2139470898,Échantillon de beurre de noisettes,noisettes rôties
2139470904,Casse-Grippe,"vinaigre de cidre de pommes bio, ail, thym et échinacée cultivées écologiquement"
2139470905,Bière racinette,"eau de source des appalaches, sucre de canne, colorant caramel naturel, arômes naturels."
2139470906,Flocons d'avoine régulier bio.,avoine biologique
2139470910,Fusilli Blé entier,semoule blé durum
2139470912,Pain brun avec croûte de 12 grains (levain),"farine de blé entier biologique, levain naturel biologique, eau, mélange 12 grains concassés bio, sel de mer"
2139470913,Pain noix de Grenoble et raisins (levain),"farine blanche non traitée biologique,eau, levain naturel, raisins secs biologique, noix de grenoble, sucre de canne non raffiné biologique, sel de mer"
